idx,cap,R_mOhm,h,R_over_h,rmse,rise,tau_frac,railed,pass_
500,1.3547039213192407,104.60647792368871,9.085748752442449,11.513247919778564,0.8114571761679392,16.802419719130285,1.0551340597869765,False,False
504,1.349314997503458,104.2536607957927,9.11245675620226,11.440785244312295,0.8178568548632701,16.869926269320445,1.054830012412581,False,False
508,1.3441891937970554,103.887824887006,9.111351958023505,11.402020837919869,0.8219724428903817,16.992861173350605,1.0510608968036041,False,False
512,1.3389913790695755,104.90469991409351,9.324187272337962,11.250814344464526,0.8321049310887921,17.119459396598074,1.0758134254371756,False,False
516,1.3389145230206971,105.84088121747676,9.21184907796521,11.48964559901971,0.8253779216310384,17.115526795728215,1.0628404426643632,False,False
520,1.3340066759761655,106.34340948911971,9.419179421875159,11.290092769880477,0.8212531627063312,16.941078753200088,1.0836573735549875,False,False
524,1.3286444309174914,106.09492313973891,9.479782133203653,11.191704793313068,0.8363669796450863,17.033092779215053,1.090600099183788,False,False
528,1.3231708992276219,106.23245934302328,9.584015479095171,11.084337204456675,0.8377190441514956,17.143683343394855,1.0987068877280868,False,False
532,1.3181691588445197,107.6023906713446,9.845287236086424,10.929329748444937,0.8399505481025914,17.214946633808836,1.1286402591713345,False,False
536,1.3184664436640334,108.30939463637633,9.637008231934281,11.238902367798136,0.834711191716837,17.181400036546393,1.1052441382411693,False,False
540,1.318293040102702,107.3587494704232,9.44104320317088,11.371492234498573,0.8363782191191044,17.17649036664841,1.0788835087166826,False,False
544,1.323872422244268,105.81976168703987,9.64854286856807,10.967434474667414,0.8276956815649947,17.06748837397123,1.1064695565598528,False,False
547,1.3601216766554785,102.41080370121193,8.938010824122516,11.457896585313886,0.801778254047742,16.80901297546484,1.0344788724124319,False,False
551,1.3395306867947354,105.31202048080833,9.356529393338363,11.255457665295008,0.8049857630078862,16.87883115726794,1.0760538060567428,False,False
555,1.3290286565120697,106.07440091988934,9.597887802506307,11.051848396497197,0.8136793919086208,16.880907780114512,1.1005457797572131,False,False
559,1.3236741274998955,107.08672038789256,9.803931597396522,10.922834306221588,0.8252186176548868,16.976331560766255,1.1242459509794152,False,False
563,1.318633896753293,107.18393335544698,9.726258192987626,11.020058405679974,0.8284316745196895,17.052224205928894,1.1120720672169164,False,False
567,1.3134751321324272,108.1198756871986,9.920733589858301,10.898375075581773,0.8342341853130493,17.07388471100313,1.1342204357253656,False,False
571,1.3132020634442203,107.48167482244214,9.649662845210154,11.138386547442257,0.8331913988686465,17.132405032087604,1.0992572308408397,False,False
575,1.3077959946944353,108.49919124467522,9.90387324282928,10.955228180371966,0.8378156104479869,17.144633756028952,1.1282728490562968,False,False
579,1.3030329186405918,108.73096798977892,9.898129502578024,10.985001556249523,0.8341566702553556,17.13659517396377,1.1240563816270701,False,False
583,1.3033573559038205,108.59924458897322,9.739536294858208,11.150350622575944,0.8397796939352239,17.193506729456942,1.1063660686848258,False,False
587,1.3034100438655642,108.42079052022119,9.51440524008219,11.395435424956169,0.8370833685286383,17.283869942518606,1.0773082247160248,False,False
591,1.2978870806495706,109.79827117978677,9.877390982278216,11.116120782986545,0.8366950325260846,17.187167414624014,1.1180907277060692,False,False
595,1.2980735056918902,109.05000319487317,9.655231555708959,11.294395433778483,0.8477688735219866,17.310870963134107,1.093101338637363,False,False
599,1.293463613844243,109.91147135202695,9.850855187722427,11.157556299174376,0.840824347801882,17.24223911400344,1.1118093079932103,False,False
603,1.288003392619118,111.13325814660612,10.109507828606917,10.992944466804989,0.8419229995538788,17.178363908631184,1.1410019423576678,False,False
607,1.2874525221379407,111.1787271147823,10.025091209882337,11.090046443187143,0.8418167613114295,17.214629087918524,1.1311077505950822,False,False
611,1.3090153642307354,102.18330961982115,8.793527912056069,11.620286037839962,0.8063500041854375,16.11292476588295,0.9955396325667758,False,False
613,1.3250793286429356,107.64371940118485,10.388701912385587,10.361614021560305,0.8104644606077676,15.957710564427941,1.183846100471644,False,False
